id,name,first_air_date,popularity,vote_average,vote_count,status,in_production,num_seasons,num_episodes,genres,type,original_language,origin_country,show_age_days,days_since_last_episode,keywords,last_air_date,us_content_rating,imdb_id,created_by,homepage,is_canceled,weighted_rating,rating_category,years_since_premiere,is_recent,is_popular,genre_count,premiere_year
250923,Nobody Wants This,2024-09-26,10.456,7.464,234,Returning Series,True,2,20,"Comedy, Drama",Scripted,en,US,487.0,95.0,"rabbi, romcom, romance, los angeles, california, opposites attract",2025-10-23,TV-MA,tt26933824,Erin Foster,https://www.netflix.com/title/81591296,0,7.432058058058058,Good,1.3342465753424657,1,1,2,2024
61986,Bloodline,2015-03-20,10.4495,7.104,383,Ended,False,3,33,Drama,Scripted,en,US,3965.0,3167.0,"sibling relationship, florida, florida keys, dysfunctional family, psychological thriller",2017-05-26,TV-MA,tt3520702,"Glenn Kessler, Daniel Zelman, Todd A. Kessler",https://www.netflix.com/title/80010655,0,7.10578195352215,Good,10.863013698630137,0,1,1,2015
154385,BEEF,2023-04-06,10.4133,7.743,837,Returning Series,True,2,18,"Comedy, Drama",Scripted,en,US,1026.0,1026.0,"husband wife relationship, midlife crisis, marriage, coercion, anthology",2023-04-06,TV-MA,tt14403178,Lee Sung Jin,https://www.netflix.com/title/81447461,0,7.72531094783879,Good,2.8109589041095893,1,1,2,2023
256220,The Boyfriend,2024-07-09,10.4028,8.235,17,Returning Series,True,2,25,Reality,Reality,ja,JP,566.0,6.0,"coffee shop, romance, boyfriend, dating show, single man",2026-01-20,TV-14,tt32551794,Unknown,https://www.netflix.com/title/81685212,0,7.579096119929453,Good,1.5506849315068494,1,1,1,2024
76719,The Rain,2018-05-04,10.3743,7.232,1300,Ended,False,3,20,"Sci-Fi & Fantasy, Drama",Scripted,da,DK,2824.0,1999.0,"bunker, post-apocalyptic future, survival, search, virus",2020-08-06,TV-MA,tt6656238,"Christian Potalivo, Esben Toft Jacobsen, Jannik Tai Mosholt",https://www.netflix.com/title/80154610,0,7.2301336128581415,Good,7.736986301369863,0,1,2,2018
81046,The Dragon Prince,2018-09-14,10.3146,8.216,679,Ended,False,7,63,"Animation, Action & Adventure, Sci-Fi & Fantasy",Scripted,en,US,2691.0,403.0,"elves, assassin, magic, prince, kingdom",2024-12-19,TV-PG,tt8688814,"Justin Richmond, Aaron Ehasz",https://www.netflix.com/title/80212245,0,8.177544086700335,Excellent,7.372602739726028,0,1,3,2018
83659,Guillermo del Toro's Cabinet of Curiosities,2022-10-25,10.3096,7.478,952,Ended,False,1,8,"Drama, Mystery, Sci-Fi & Fantasy",Scripted,en,US,1189.0,1186.0,"tale, demon, gothic horror, dark fantasy, horror anthology",2022-10-28,TV-MA,tt8415836,Guillermo del Toro,https://www.netflix.com/title/80209229,0,7.469174039956026,Good,3.2575342465753425,1,1,3,2022
228689,"Genie, Make a Wish",2025-10-03,10.2151,7.5,86,Ended,False,1,13,"Sci-Fi & Fantasy, Comedy, Drama",Scripted,ko,KR,115.0,115.0,"wish, romcom, romance, wish fulfillment, genie",2025-10-03,TV-MA,tt32409807,"Lee Byeong-heon, Kim Eun-sook",https://www.netflix.com/title/81748484,0,7.41736069402736,Good,0.3150684931506849,1,1,3,2025
297464,The Guest,2025-09-24,10.1635,7.875,32,Returning Series,True,1,20,Drama,Scripted,es,CO,124.0,124.0,psychological thriller,2025-09-24,Unknown,tt37065878,Unknown,https://www.netflix.com/title/81733765,0,7.54959714100065,Good,0.33972602739726027,1,1,1,2025
247769,The Great Indian Kapil Show,2024-03-30,10.1096,7.6,12,Returning Series,True,4,47,"Talk, Comedy",Talk Show,hi,IN,667.0,9.0,Unknown,2026-01-17,TV-14,tt30003786,Kapil Sharma,https://www.netflix.com/title/81737430,0,7.284514514514514,Good,1.8273972602739725,1,1,2,2024
84977,Russian Doll,2019-02-01,10.063,7.373,952,Ended,False,2,15,"Comedy, Drama",Scripted,en,US,2551.0,1377.0,"dark comedy, family relationships, time loop, death, homeless man",2022-04-20,TV-MA,tt7520794,"Natasha Lyonne, Amy Poehler, Leslye Headland",https://www.netflix.com/title/80211627,0,7.366860836271277,Good,6.989041095890411,0,1,2,2019
215866,American Primeval,2025-01-09,10.0431,7.662,405,Ended,False,1,6,"Western, Drama, Action & Adventure",Miniseries,en,US,382.0,382.0,"bounty hunter, wyoming, usa, utah, survival, miniseries",2025-01-09,TV-MA,tt24069848,Mark L. Smith,https://www.netflix.com/title/81457507,0,7.631248923341947,Good,1.0465753424657533,1,1,3,2025
132750,Dead Boy Detectives,2024-04-25,10.0332,7.704,285,Canceled,False,1,8,"Drama, Mystery, Sci-Fi & Fantasy",Scripted,en,US,641.0,641.0,"detective, supernatural, based on comic, private detective, ghost",2024-04-25,TV-MA,tt15358446,Steve Yockey,https://www.netflix.com/title/81679967,1,7.657958183990441,Good,1.7561643835616438,1,1,3,2024
65493,The Ranch,2016-04-01,10.0313,7.388,269,Ended,False,4,80,"Comedy, Family, Western",Scripted,en,US,3587.0,2194.0,"parent child relationship, colorado, ranch, sitcom",2020-01-24,TV-MA,tt4998212,"Jim Patterson, Don Reo",https://www.netflix.com/title/80077977,0,7.366323255228017,Good,9.827397260273973,0,1,3,2016
90855,SAINT SEIYA: Knights of the Zodiac,2019-07-19,9.9519,7.406,662,Ended,False,3,36,"Animation, Action & Adventure, Sci-Fi & Fantasy",Scripted,en,US,2383.0,595.0,"hero, villain, transformation, god, based on manga",2024-06-10,TV-14,tt6908976,Unknown,https://www.crunchyroll.com/saint-seiya-knights-of-the-zodiac,0,7.396068467302818,Good,6.528767123287671,0,1,3,2019
233629,Bodies,2023-10-19,9.9246,7.168,484,Ended,False,1,8,"Crime, Mystery, Sci-Fi & Fantasy, Drama",Miniseries,en,GB,830.0,830.0,"london, england, detective, secret society, time travel, time loop",2023-10-19,TV-MA,tt18347622,Paul Tomalin,https://www.netflix.com/title/81252916,0,7.166284945062941,Good,2.2739726027397262,1,1,4,2023
135238,Gyeongseong Creature,2023-12-22,9.8987,7.986,294,Ended,False,2,17,"Sci-Fi & Fantasy, Mystery, Action & Adventure, Drama",Scripted,ko,KR,766.0,486.0,"monster, survival, hospital, 1940s, japanese occupation of korea",2024-09-27,TV-MA,tt22352854,Kang Eun-kyung,https://www.netflix.com/title/81618079,0,7.919156855915477,Good,2.0986301369863014,1,1,4,2023
73132,Wet Hot American Summer: Ten Years Later,2017-08-04,9.8965,6.453,127,Ended,False,1,8,Comedy,Miniseries,en,US,3097.0,3097.0,"summer camp, miniseries, spoof",2017-08-04,TV-MA,tt5669272,"David Wain, Michael Showalter",https://www.netflix.com/title/80117800,0,6.564855506822613,Average,8.484931506849316,0,1,1,2017
157065,The Fall of the House of Usher,2023-10-12,9.8534,7.557,742,Ended,False,1,8,"Mystery, Drama",Miniseries,en,US,837.0,837.0,"insanity, haunting, miniseries, mansion, gothic horror",2023-10-12,TV-MA,tt15567174,Mike Flanagan,https://www.netflix.com/title/81414665,0,7.543182577623255,Good,2.293150684931507,1,1,2,2023
85720,Shadow and Bone,2021-04-23,9.8493,7.788,1516,Canceled,False,2,16,"Drama, Sci-Fi & Fantasy",Scripted,en,US,1739.0,1047.0,"based on novel or book, magic, crew, soldier, young woman",2023-03-16,TV-14,tt2403776,Eric Heisserer,https://www.netflix.com/title/80236319,1,7.777375105150576,Good,4.764383561643836,1,1,2,2021
209110,The Price of Confession,2025-12-05,9.8262,7.964,42,Ended,False,1,12,"Mystery, Drama",Scripted,ko,KR,52.0,52.0,"mind game, thriller",2025-12-05,TV-MA,tt37218592,"Kwon Jong-kwan, Lee Jung-hyo",https://www.netflix.com/title/81757813,0,7.653955776672195,Good,0.14246575342465753,1,1,2,2025
221300,FUBAR,2023-05-25,9.808,6.619,498,Canceled,False,2,16,"Action & Adventure, Drama, Comedy",Scripted,en,US,977.0,228.0,"spy, central intelligence agency (cia), father daughter relationship, amused, excited",2025-06-12,TV-MA,tt13064902,Nick Santora,https://www.netflix.com/title/81397077,1,6.643573684583244,Average,2.6767123287671235,1,1,3,2023
69017,One Day at a Time,2017-01-06,9.7672,7.757,185,Canceled,False,4,46,Comedy,Scripted,en,US,3307.0,2050.0,"depression, feminism, family relationships, family drama, single mother",2020-06-16,TV-PG,tt5339440,"Mike Royce, Gloria Calderón Kellett",https://www.poptv.com/odaat,1,7.682723985890652,Good,9.06027397260274,0,1,1,2017
213609,Life on Our Planet,2023-10-25,9.7644,8.008,187,Ended,False,1,8,Documentary,Miniseries,en,US,824.0,824.0,"dynasty, survival, miniseries, dinosaur, nature",2023-10-25,TV-PG,tt23181388,Unknown,https://www.netflix.com/title/80213846,0,7.904825646401117,Good,2.2575342465753425,1,1,1,2023
71578,Atypical,2017-08-11,9.7444,8.084,1185,Ended,False,4,38,"Drama, Comedy",Scripted,en,US,3090.0,1662.0,"autism, high school, connecticut, family relationships, coming of age",2021-07-09,TV-14,tt6315640,Robia Rashid,https://www.netflix.com/title/80117540,0,8.064352923171104,Excellent,8.465753424657533,0,1,2,2017
109958,The Haunting of Bly Manor,2020-10-09,9.7423,7.57,1327,Ended,False,1,9,"Mystery, Drama",Miniseries,en,US,1935.0,1935.0,"based on novel or book, haunted house, haunting, miniseries, gothic",2020-10-09,TV-MA,tt10970552,Mike Flanagan,https://www.netflix.com/title/81237854,0,7.561920885382424,Good,5.301369863013699,0,1,2,2020
244447,The Hunting Wives,2025-07-21,9.6698,6.787,61,Returning Series,True,1,8,"Drama, Mystery",Scripted,en,US,189.0,189.0,"based on novel or book, socialite, east texas, absurd",2025-07-21,TV-MA,tt31038430,Rebecca Perry Cutter,https://www.netflix.com/title/82013700,0,6.887605081826013,Average,0.5178082191780822,1,1,2,2025
248852,UNTAMED,2025-07-17,9.6315,7.31,327,Returning Series,True,1,6,"Mystery, Drama",Scripted,en,US,193.0,193.0,"wilderness, investigation, national park, yosemite, murder",2025-07-17,TV-MA,tt31710822,"Mark L. Smith, Elle Smith",https://www.netflix.com/title/81575641,0,7.297434764309764,Good,0.5287671232876713,1,1,2,2025
290276,Unspeakable Sins,2025-07-30,9.6171,7.4,47,Ended,False,1,18,Drama,Scripted,es,MX,180.0,180.0,Unknown,2025-07-30,TV-MA,tt37504309,"Leticia López Margalli, Guillermo Ríos",https://www.netflix.com/title/81728308,0,7.307319958847737,Good,0.4931506849315068,1,1,1,2025
246246,Beauty in Black,2024-10-24,9.6074,7.5,98,Returning Series,True,2,24,Drama,Scripted,en,US,459.0,137.0,"business, entrepreneur, sex work",2025-09-11,TV-MA,tt31260386,Tyler Perry,https://www.netflix.com/title/81764523,0,7.425423065341764,Good,1.2575342465753425,1,1,1,2024
81983,Paradise PD,2018-08-31,9.6009,7.181,384,Ended,False,4,40,"Comedy, Animation",Scripted,en,US,2705.0,1137.0,"police, surrealism, drugs, criminal, dog",2022-12-16,TV-MA,tt8235236,"Roger Black, Waco O'Guin",https://www.netflix.com/title/80191522,0,7.17807099520058,Good,7.410958904109589,0,1,2,2018
79410,After Life,2019-03-08,9.5243,7.89,1004,Ended,False,3,18,"Comedy, Drama",Scripted,en,GB,2516.0,1473.0,"suicide, depression, husband wife relationship, sadness, grief",2022-01-14,TV-MA,tt8398600,Ricky Gervais,https://www.netflix.com/title/80998491,0,7.871610337256595,Good,6.8931506849315065,0,1,2,2019
306657,Star Search,2026-01-20,9.4754,10.0,1,Returning Series,True,1,9,Reality,Reality,en,US,6.0,5.0,"talent competition, live event",2026-01-21,TV-PG,tt36957282,Unknown,https://www.netflix.com/title/81950682,0,7.24334757834758,Good,0.01643835616438356,1,1,1,2026
204082,Squid Game: The Challenge,2023-11-22,9.4629,6.452,610,Returning Series,True,2,19,Reality,Reality,en,GB,796.0,68.0,"reality competition, based on tv series",2025-11-19,TV-14,tt28104766,Unknown,https://www.netflix.com/title/81615540,0,6.478814231554389,Average,2.180821917808219,1,1,1,2023
81133,Story of Yanxi Palace,2018-07-19,9.3836,8.4,32,Ended,False,1,70,Drama,Scripted,zh,CN,2748.0,2706.0,"obsession, concubine, harem, revenge, romance",2018-08-30,Unknown,tt8865016,"Hui Kaidong, Wen Deguang",Unknown,0,7.844333983105912,Good,7.528767123287671,0,1,1,2018
289485,WWE: Unreal,2025-07-29,9.3538,7.8,25,Returning Series,True,2,10,Documentary,Documentary,en,US,181.0,6.0,"behind the scenes, world wrestling entertainment (wwe), professional wrestling",2026-01-20,TV-MA,tt36614693,Erik Powers,https://www.netflix.com/title/81928921,0,7.466540740740741,Good,0.4958904109589041,1,1,1,2025
213573,StoryBots: Answer Time,2022-11-21,9.3535,6.857,21,Returning Series,True,2,22,"Kids, Animation",Scripted,en,US,1162.0,931.0,"friendship, robot, spin off, educational, question",2023-07-10,TV-Y,tt22097692,"Evan Spiridellis, Gregg Spiridellis",https://www.netflix.com/title/81091578,0,7.007044283413848,Good,3.1835616438356165,1,1,2,2022
61886,The Adventures of Puss in Boots,2015-01-16,9.312,7.1,87,Ended,False,6,78,"Animation, Comedy, Family, Kids",Scripted,en,US,4028.0,2915.0,"sword fight, cartoon cat, adventurer",2018-02-02,TV-Y7,tt3807034,Doug Langdale,http://www.netflix.com/WiMovie/80018988,0,7.10738425925926,Good,11.035616438356165,0,1,4,2015
42295,Hemlock Grove,2013-04-19,9.2885,7.092,547,Ended,False,3,33,"Mystery, Drama",Scripted,en,US,4665.0,3748.0,"gypsy, fortune teller, based on novel or book, pennsylvania, usa, mad scientist",2015-10-23,TV-MA,tt2309295,Brian McGreevy,https://www.netflix.com/title/70242310,0,7.093795519295519,Good,12.780821917808218,0,1,2,2013
97727,Inside Job,2021-10-22,9.2875,8.105,929,Canceled,False,1,18,"Comedy, Animation",Scripted,en,US,1557.0,1165.0,"secret government organization, adult humor, conspiracy theory, adult animation, difficult parents",2022-11-18,TV-MA,tt10231312,"Shion Takeuchi, Scott Thomas, Alisha Brophy",https://www.netflix.com/title/80995819,1,8.079530437145742,Excellent,4.265753424657534,1,1,2,2021
103786,The Cuphead Show!,2022-02-18,9.2384,7.95,357,Ended,False,3,36,"Animation, Comedy, Family",Scripted,en,US,1438.0,1165.0,"sibling relationship, slapstick comedy, anthropomorphism, based on video game, mischievous",2022-11-18,TV-Y7,tt10611608,Dave Wasson,https://www.netflix.com/title/80242531,0,7.896536746170254,Good,3.9397260273972603,1,1,3,2022
261145,The Amazing Digital Circus,2023-10-13,9.208,8.435,138,Returning Series,True,1,8,"Animation, Comedy, Mystery, Sci-Fi & Fantasy, Action & Adventure",Scripted,en,AU,836.0,45.0,"artificial intelligence (a.i.), dark comedy, existentialism, frantic, complex",2025-12-12,TV-PG,tt27610198,Gooseworx,https://www.glitchprod.com/digital-circus,0,8.235319245625995,Excellent,2.2904109589041095,1,1,5,2023
59717,Comedians in Cars Getting Coffee,2012-07-19,9.1752,7.119,164,Ended,False,11,84,"Comedy, Talk",Scripted,en,US,4939.0,2383.0,"coffee, comedian",2019-07-19,TV-14,tt2314952,Jerry Seinfeld,https://www.netflix.com/title/80171362,0,7.1208626298255915,Good,13.531506849315068,0,1,2,2012
110356,My Name,2021-10-15,9.1351,8.228,1013,Ended,False,1,8,"Crime, Drama, Mystery",Miniseries,ko,KR,1564.0,1564.0,"undercover, fight, police, truth, revenge",2021-10-15,TV-MA,tt12940504,"Kim Jin-min, Kim Ba-da",https://www.netflix.com/title/81011211,0,8.201629130093485,Excellent,4.284931506849315,1,1,3,2021
82104,The Order,2019-03-07,9.0217,7.614,900,Canceled,False,2,20,"Drama, Mystery, Sci-Fi & Fantasy",Scripted,en,US,2517.0,2048.0,"witch, magic, werewolf, teen drama, college student",2020-06-18,TV-MA,tt8295472,"Shelley Eriksen, Dennis Heaton",https://www.netflix.com/title/80238357,1,7.601002202202203,Good,6.895890410958904,0,1,3,2019
90293,Ghost in the Shell: SAC_2045,2020-04-23,8.9874,6.4,142,Ended,False,2,24,"Animation, Drama, Action & Adventure, Sci-Fi & Fantasy",Scripted,ja,JP,2104.0,1344.0,"capitalism, police, mecha, distant future, internet",2022-05-23,TV-14,tt9466298,"Shinji Aramaki, Kenji Kamiyama",https://www.ghostintheshell-sac2045.jp/,0,6.509742736748725,Average,5.764383561643836,0,1,4,2020
73411,Maniac,2018-09-21,8.9651,7.4,951,Ended,False,1,10,"Comedy, Drama, Sci-Fi & Fantasy",Miniseries,en,US,2684.0,2684.0,"schizophrenia, computer, surrealism, dark comedy, psychiatric hospital",2018-09-21,TV-MA,tt5580146,"Patrick Somerville, Cary Joji Fukunaga",https://www.netflix.com/title/80124522,0,7.39316294778385,Good,7.353424657534247,0,1,3,2018
123403,Pernille,2021-05-02,8.9607,7.8,38,Returning Series,True,5,30,"Drama, Comedy",Scripted,no,NO,1730.0,256.0,"loss of loved one, coming of age, single mother, family, teenage daughter",2025-05-15,Unknown,tt12567072,Henriette Steenstrup,https://viaplay.no/serier/porni,0,7.535349794238682,Good,4.739726027397261,1,1,2,2021
196454,Queen Charlotte: A Bridgerton Story,2023-05-04,8.9298,7.987,636,Ended,False,1,6,Drama,Miniseries,en,US,998.0,998.0,"based on novel or book, queen, monarchy, society, love",2023-05-04,TV-MA,tt14661396,Shonda Rhimes,https://www.netflix.com/title/81476183,0,7.954703535608226,Good,2.734246575342466,1,1,1,2023
146176,Berlin,2023-12-29,8.8997,7.549,605,Ended,False,1,8,"Drama, Action & Adventure, Crime",Scripted,es,ES,759.0,759.0,"prequel, gang, spin off, jewelry heist, criminals",2023-12-29,TV-MA,tt16288804,"Álex Pina, Esther Martínez Lobato",https://www.netflix.com/title/81586657,0,7.532495296884186,Good,2.0794520547945203,1,1,3,2023
258462,In the Mud,2025-08-14,8.8909,7.5,79,Returning Series,True,1,8,"Crime, Drama",Scripted,es,"US, AR",165.0,165.0,"prison, spin off, inmate, women in prison, amused",2025-08-14,TV-MA,tt32874331,Sebastián Ortega,https://www.netflix.com/title/81689277,0,7.411798433048433,Good,0.4520547945205479,1,1,2,2025
225385,Black Doves,2024-12-05,8.8795,7.093,355,Returning Series,True,1,6,"Action & Adventure, Mystery, Crime",Scripted,en,GB,417.0,417.0,"holiday, espionage, female protagonist, political, spies",2024-12-05,TV-MA,tt27995113,Joe Barton,https://www.netflix.com/title/81682935,0,7.0956369395711505,Good,1.1424657534246576,1,1,3,2024
226362,The Eternaut,2025-04-30,8.8618,7.52,453,Returning Series,True,1,6,"Drama, Action & Adventure, Sci-Fi & Fantasy",Scripted,es,AR,271.0,271.0,"extraterrestrial technology, snowstorm, alien invasion, based on graphic novel, aliens",2025-04-30,TV-MA,tt27740241,Bruno Stagnaro,https://www.netflix.com/title/80216888,0,7.4997636758097,Good,0.7424657534246575,1,1,3,2025
87689,Warrior Nun,2020-07-02,8.859,7.948,1281,Canceled,False,2,18,"Action & Adventure, Drama, Sci-Fi & Fantasy",Scripted,en,US,2034.0,1173.0,"angel, vatican (holy see), pope, nun, supernatural",2022-11-10,TV-MA,tt9059350,Simon Barry,https://www.netflix.com/title/80242724,1,7.93240048777721,Good,5.572602739726028,0,1,3,2020
217837,Zomvivor,2025-10-31,8.8413,7.5,12,Ended,False,1,7,"Drama, Sci-Fi & Fantasy, Action & Adventure",Miniseries,th,TH,87.0,87.0,"zombie apocalypse, virus, nervous, grim, ensemble cast",2025-10-31,TV-MA,tt26006612,Unknown,https://www.netflix.com/title/82132596,0,7.252082082082082,Good,0.23835616438356164,1,1,3,2025
86957,Green Eggs and Ham,2019-11-08,8.8361,8.023,65,Ended,False,2,23,"Kids, Family, Animation, Comedy, Action & Adventure",Scripted,en,US,2271.0,1389.0,"based on children's book, buddy comedy, mother daughter relationship, egg",2022-04-08,TV-Y7,tt4651448,Jared Stern,https://www.netflix.com/title/80057250,0,7.775800411522633,Good,6.221917808219178,0,1,5,2019
255859,Wayward,2025-09-25,8.8015,6.3,122,Ended,False,1,8,"Drama, Mystery",Miniseries,en,CA,123.0,123.0,"small town, commune, group therapy, hallucination, cult",2025-09-25,TV-MA,tt27427326,Mae Martin,https://www.netflix.com/title/81236299,0,6.441680524061477,Average,0.336986301369863,1,1,2,2025
69620,BoBoiBoy Galaxy,2016-11-25,8.8005,9.125,8,Returning Series,True,5,47,"Action & Adventure, Sci-Fi & Fantasy, Animation, Comedy, Family, Kids",Scripted,ms,MY,3349.0,65.0,"hero, villain, galaxy, cartoon, sequel",2025-11-22,Unknown,tt10178154,Nizam Razak,Unknown,0,7.615970819304152,Good,9.175342465753424,0,1,6,2016
87093,Family Reunion,2019-07-10,8.7893,8.042,106,Ended,False,3,44,Comedy,Scripted,en,US,2392.0,1187.0,"seattle, washington, georgia, family, family reunion, sitcom",2022-10-27,TV-PG,tt9153270,Meg DeLoatch,https://www.netflix.com/title/80234451,0,7.868542267458298,Good,6.553424657534246,0,1,1,2019
220564,The Perfect Couple,2024-09-05,8.7827,6.7,295,Ended,False,1,6,"Drama, Mystery, Crime",Miniseries,en,US,508.0,508.0,"drowning, based on novel or book, infidelity, massachusetts, murder",2024-09-05,TV-MA,tt11514868,Jenna Lamia,https://www.netflix.com/title/81474158,0,6.733834490740741,Average,1.3917808219178083,1,1,3,2024
293613,Physical: Asia,2025-10-28,8.7614,7.359,32,Returning Series,True,1,12,Reality,Reality,ko,KR,90.0,69.0,Unknown,2025-11-18,TV-14,tt35664835,Jang Ho-gi,https://www.netflix.com/title/82006516,0,7.259912930474334,Good,0.2465753424657534,1,1,1,2025
96777,The Silent Sea,2021-12-24,8.7447,7.6,665,Ended,False,1,8,"Drama, Sci-Fi & Fantasy, Mystery",Scripted,ko,KR,1494.0,1494.0,"moon, future, research, space, mission",2021-12-24,TV-MA,tt11570202,"Park Eun-kyo, Choi Hang-yong",https://www.netflix.com/title/81098012,0,7.583082662372517,Good,4.093150684931507,1,1,3,2021
249039,Black Rabbit,2025-09-18,8.7251,6.973,146,Ended,False,1,8,"Drama, Crime",Miniseries,en,"GB, US",130.0,130.0,"new york city, sibling relationship, gambling, restaurant, bartender",2025-09-18,TV-MA,tt23055142,"Zach Baylin, Kate Susman",https://www.netflix.com/title/81630027,0,6.996403725362789,Average,0.3561643835616438,1,1,2,2025
225320,LEGO DREAMZzz,2023-05-15,8.7091,7.8,24,Returning Series,True,4,60,"Animation, Sci-Fi & Fantasy, Action & Adventure, Kids",Scripted,en,US,987.0,178.0,Unknown,2025-08-01,TV-Y7,tt27613744,Tommy Andreasen,https://www.netflix.com/title/81628818,0,7.459735449735449,Good,2.7041095890410958,1,1,4,2023
69470,Santa Clarita Diet,2017-02-03,8.7008,7.445,777,Canceled,False,3,30,"Comedy, Mystery, Crime",Scripted,en,US,3279.0,2495.0,"california, marriage, murder, dark comedy, zombie",2019-03-29,TV-MA,tt5580540,Victor Fresco,https://www.netflix.com/title/80095815,1,7.435276854160895,Good,8.983561643835616,0,1,3,2017
73467,Godless,2017-11-22,8.6579,7.734,668,Ended,False,1,7,"Western, Drama",Miniseries,en,US,2987.0,2987.0,"gunslinger, new mexico, wanted poster, widow, mining accident",2017-11-22,TV-MA,tt5516154,Scott Frank,https://www.netflix.com/title/80097141,0,7.712321842766287,Good,8.183561643835617,0,1,2,2017
95594,Fast & Furious Spy Racers,2019-12-26,8.6539,6.978,2200,Ended,False,6,52,"Animation, Action & Adventure, Kids, Family",Scripted,en,US,2223.0,1501.0,"street race, computer animation, mission, race car driver, criminal",2021-12-17,TV-Y7,tt8322592,Unknown,https://www.netflix.com/title/80225085,0,6.979742488555972,Average,6.090410958904109,0,1,4,2019
115577,Sonic Prime,2022-12-15,8.5915,8.225,523,Ended,False,3,23,"Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",Scripted,en,US,1138.0,746.0,"exploration, fast, friends, confrontation, based on video game",2024-01-11,TV-Y7,tt13961348,"Duncan Rouleau, Joe Casey, Joe Kelly, Steven T. Seagle",https://www.netflix.com/title/81294811,0,8.175186198972694,Excellent,3.117808219178082,1,1,4,2022
227371,Fake Profile,2023-05-31,8.572,7.24,183,Returning Series,True,2,20,Drama,Scripted,es,CO,971.0,383.0,"romance, thriller",2025-01-08,TV-MA,tt14494938,Pablo Illanes,https://www.netflix.com/title/81304948,0,7.227149216524217,Good,2.66027397260274,1,1,1,2023
282440,Rulers of Fortune,2025-10-29,8.5634,7.486,35,Returning Series,True,1,8,"Crime, Drama",Scripted,pt,BR,89.0,89.0,life of crime,2025-10-29,TV-MA,tt38091266,Heitor Dhalia,https://www.netflix.com/title/81711042,0,7.338950617283951,Good,0.24383561643835616,1,1,2,2025
254544,The Waterfront,2025-06-19,8.543,7.167,69,Canceled,False,1,8,"Drama, Crime",Scripted,en,US,221.0,221.0,"fishing, opium, drug trafficking, north carolina, empire",2025-06-19,TV-MA,tt31216548,Kevin Williamson,https://www.netflix.com/title/81745063,1,7.157979117415287,Good,0.6054794520547945,1,1,2,2025
230069,Breathless,2024-08-30,8.5403,7.637,102,Returning Series,True,2,16,Drama,Scripted,es,ES,514.0,87.0,"strike, public health, medical drama, gay relationship, gay sex",2025-10-31,TV-MA,tt28298539,Carlos Montero,https://www.netflix.com/title/81667161,0,7.537803441236512,Good,1.4082191780821918,1,1,1,2024
225180,BLUE EYE SAMURAI,2023-11-03,8.5401,8.488,690,Returning Series,True,2,8,"Action & Adventure, Animation",Scripted,en,US,815.0,815.0,"japan, samurai, revenge, adult animation, edo period",2023-11-03,TV-MA,tt13309742,"Amber Noizumi, Michael Green",https://www.netflix.com/title/81144203,0,8.440625226625226,Excellent,2.232876712328767,1,1,2,2023
123548,Castlevania: Nocturne,2023-09-28,8.5386,7.831,249,Returning Series,True,2,16,"Animation, Sci-Fi & Fantasy, Drama",Scripted,en,US,851.0,375.0,"vampire, french revolution, vampire hunter (slayer), based on video game, dark fantasy",2025-01-16,TV-MA,tt14833612,Clive Bradley,https://www.netflix.com/title/81436901,0,7.76732130305488,Good,2.3315068493150686,1,1,3,2023
310070,Defying Destiny,2026-01-05,8.5308,7.125,16,Returning Series,True,1,64,Drama,Scripted,es,CO,21.0,21.0,Unknown,2026-01-05,Unknown,tt39246124,Unknown,https://www.netflix.com/title/81710012,0,7.1299277326106605,Good,0.057534246575342465,1,1,1,2026
93219,The Movies That Made Us,2019-11-29,8.4982,7.242,128,Ended,False,3,14,Documentary,Documentary,en,US,2250.0,1567.0,"interview, nostalgia, behind the scenes, filmmaking, making of",2021-10-12,TV-MA,tt10681222,"Brian Volk-Weiss, 0",https://www.netflix.com/title/80990849,0,7.224202856451223,Good,6.164383561643835,0,1,1,2019
80805,The Epic Tales of Captain Underpants,2018-07-13,8.4802,7.5,72,Ended,False,3,39,"Comedy, Kids, Animation, Sci-Fi & Fantasy",Scripted,en,US,2754.0,2383.0,"underwear, elementary school, alter ego, superhero, best friend",2019-07-19,TV-Y7,tt7741830,Unknown,https://www.netflix.com/title/80179782,0,7.405433371515845,Good,7.545205479452055,0,1,4,2018
203704,Junji Ito Maniac: Japanese Tales of the Macabre,2023-01-19,8.4733,6.938,137,Ended,False,1,12,"Animation, Mystery, Sci-Fi & Fantasy, Drama",Scripted,ja,JP,1103.0,1103.0,"anthology, based on manga, demon, anime, terror",2023-01-19,TV-MA,tt21856734,Unknown,http://ji-anime.com,0,6.96810516689529,Average,3.021917808219178,1,1,4,2023
95612,Home for Christmas,2019-12-05,8.4539,7.429,253,Returning Series,True,3,20,"Drama, Comedy",Scripted,no,NO,2244.0,45.0,"romance, oslo, norway, christmas",2025-12-12,TV-MA,tt10069398,Per-Olav Sørensen,https://www.netflix.com/title/81083590,0,7.402388622435385,Good,6.147945205479452,0,1,2,2019
